前端开发,前端开发,10-11K,无锡文思海辉,上海 徐汇区 漕河泾,1-3年,大专,岗位要求：熟悉JavaScript、HTML、CSS、Json等页面制作技术，熟悉页面架构和布局；熟悉AJAX开发，熟练掌握JQuery等框架；熟悉主流浏览器的兼容性差异，熟悉页面性能的优化，能熟练解决兼容性和性能相关问题；具备良好的团队合作精神，善于协调沟通，具备较强的问题推动及解决能力具备不错的工作抗压能力，富有激情，责任心强，做事客观公正岗位职责：负责优图数据管理平台、自动化测试平台的Web前端设计与开发工作；参与部门自主产品开发工作，包括产品的内部设计、完成设计文档和代码编写；根据需求，分析并给出可靠的页面前端结构解决方案。
前端开发工程师,前端开发,10-14K·13薪,新致软件,上海 浦东新区 唐镇,1-3年,本科,两年以上Web前端开发经验，有react 开发经验熟练掌握HTML+JS+CSS，熟悉ES6新特性，对Web标准和标签语义化及模块化有一定理解。熟练掌握主流端框架。熟悉前后端交互方式以及http通信，熟悉代码管理流程与协同开发。
前端开发工程师,前端开发,15-30K,UCloud,上海 杨浦区 周家嘴路,5-10年,本科,前端开发工程师JD：工作职责：1. 云服务控制台架构及公共支撑；2. 在理解前端开发流程的基础上，结合前端实际建立或优化提升工作效率的工具；3. 使用模块化的开发方式。协同创立，并维护着一套通用组件化解决方案，以支撑公有云控制平台、四大BU业务前端，以及向私有云和前端行业输出。职位要求：1. 精通各种前端技术，包括HTML/CSS/JavaScript/Node.JS等；2. 具备跨终端的前端开发能力，在Web（PC+Mobile）/Node.js/Native App三个方向上至少精通一个方向，具备多个的更佳；3. 对前端工程化有实践经验；4. 熟悉一门非前端的语言（如Java/PHP/C/C++/Python/Ruby），并有实践经验；5. 具备良好的团队协作精神，能利用自身技术能力提升团队整体研发效率，提高团队影响力；6. 对前端技术有持续的热情，个性乐观开朗，逻辑性强，善于和各种背景的人合作。加分项：1. 对于在前端组件化实践经验丰富的，额外加分。
前端开发,前端开发,20-40K,依图,上海 长宁区 古北,1-3年,本科,- 人工智能企业级应用，包括前端网站以及后端业务层开发 - 公司内部数据和管理平台开发- 国内外大型科技展会酷炫演示开发IDEAL CANDIDATE- 扎实的计算机基础。计算机相关专业，或者自修过计算机专业必修课程- 对前端有浓厚兴趣。熟悉前端常用技术，关注新技术，希望长期从事前端开发- 精通 HTML，CSS 和 JS 者优先考虑- 熟练使用并深入理解至少一个 MVVM 框架(ng/react/vue 等)者优先考虑- 有 web 后端开发能力(熟悉至少一个数据库和 web 后端框架)者优先考虑
前端开发工程师,前端开发,15-30K,金服银行科技中心,上海 浦东新区 潍坊,3-5年,本科,工作职责 :负责非零科技平台开发组内平台前端开发工作任职资格 :1、全日制本科及以上学历，计算机、软件工程等信息技术相关专业。2、3年以上IT或互联网行业信息系统Web或H5前端页面开发经验3、精通各种web前端技术，包括HTML5/CSS/JS等，熟练使用vue.js/react.js/angular三者之一。4、有微信小程序开发经验者优先；5、有责任心和团队合作精神，有良好的服务意识和工作态度。非外包
前端开发,前端开发,12-20K,博彦科技,上海 浦东新区 花木,3-5年,大专,"岗位要求：1. 扎实的前端基础，熟练掌握ES6,HTML5,CSS3等技术2. 丰富的NodeJs,React开发经验，熟悉了解Redux，VDOM等原理3.扎实的JS基础，语言层面，DOM层面，BOM层面，熟悉模块化开发方式4.熟练使用git/svn版本控制工具5.有良好的表达能力，能抓住问题重点，善于团队合作，有高度责任心，有较强推动力，有舍我其谁的冲劲。"
前端开发人员,前端开发,8-16K,元拓科技,上海 虹口区 虹口足球场,1-3年,大专,岗位名称：前端开发工程师岗位职责1、利用各种Web技术实现web产品的交互效果，参与项目开发；2、使用HTML5、CSS3等相关技术开发兼容性完好移动WEB前端应用；3、参与公司web前端的架构设计和标准和规范制定；4、学习、理解业务，持续优化前端系统的用户体验、性能 。任职要求1、大专及大专以上学历，至少2年工作经验；2、熟练掌握运用HTML、CSS，熟悉Javascript；3、熟悉HTML5/CSS3/JS及主流前端框架，如Vue、Angularjs、Ionic、jQuery等； 4、了解不同操作系统及浏览器的兼容性区别；5、对服务器端开发有一定的了解，能够运用AJAX配合后端工程师完成相关工作； 6、对互联网教育行业感兴趣，愿意钻研相关领域技术、业务； 7、有移动端Web/后端开发经验的，熟悉App开发技术，使用过Github或有技术博客者优先考虑。
前端开发,前端开发,11-15K,上海微创软件,上海 浦东新区 唐镇,3-5年,大专,岗位职责：1、根据工作安排高效、高质地完成代码编写，确保符合规范的前端代码规范；2、负责前端HTML/CSS/JavaScript代码的编写，实现界面效果、交互和功能；3、与设计团队紧密配合，能够实现实现设计师的设计想法；4、与后端开发团队紧密配合，确保代码有效对接，优化网站前端性能；5、按产品设计需求完成项目开发迭代，主动实现性能优化和提升用户体验；6、深入分析和解决前端遇到的各种跨终端兼容问题，保证页面响应速度和执行效率，页面通过标准校验，兼容各主流浏览器；7、完成前端核心业务代码及JS组件的封装；岗位要求:1.大学本科及以上学历，计算机及相关专业，两年以上开发经验；2.精通HTML5/CSS3/Javascript/JQuery/Ajax等相关技术，有较强的代码功底；3.熟悉W3C标准与Web语义化，精通页面架构和布局，能够解决各种浏览器兼容性问题，熟悉前端性能优化；4.了解各类前端框架，至少熟悉其中的一种如vue/angular/react；5.熟悉SASS或LESS，熟练使用Gulp、Webpack等前端构建工具，对前端工程化有一定的了解；6.具有良好的沟通协调能力，做事认真仔细，吃苦耐劳；7.独立完成工作能力强，具有责任心，对工作质量要求高；8.有angular、ionic、weui使用经验；
前端开发,前端开发,10-18K,携程旅行网,上海 长宁区 华漕,1-3年,本科,岗位职责：1. 负责前端页面开发以及交互的设计2. 前端样式和脚本的模块设计及优化3. 配合后台开发人员实现产品界面和功能与后台的交互岗位要求：1、计算机相关专业本科及以上学历，2年以上前端开发经验2、精通JavaScript、Ajax、DOM等前端技术，掌握面向对象编程思想，对js框架应用有一定的经验3、对css/JavaScript性能优化、解决多浏览器兼容性问题有一定的经验4、熟悉常用的前端框架（Vue.js、React.js、React Native等）5、对用户体验、交互操作流程、及用户需求有深入理解6、有强烈的上进心和求知欲，善于学习和运用新知识，善于沟通和逻辑表达，有强烈的团队意识和执行力
前端开发,前端开发,14-18K,文思海辉·金融,上海 浦东新区 金桥,3-5年,本科,1、熟练使用vue、mui等2、js基础好，熟悉框架，能清楚描述以往项目忠用到过的技术3、做过多人合作开发、沟通清楚、理解能力强、态度好，不要一根筋4、有独立解决问题的能力、喜欢钻研技术
